Date,GEO Region_Asia,GEO Region_Australia / Oceania,GEO Region_Canada,GEO Region_Europe,GEO Region_Mexico,Passenger Count,GEO Region_US
2007-06-30,0.0,0.0,0.0,0.0,0.0,12587.0,0.0
2007-06-30,0.0,0.0,0.0,0.0,1.0,56542.0,0.0
2007-06-30,0.0,0.0,0.0,1.0,0.0,212568.0,0.0
2007-06-30,0.0,0.0,1.0,0.0,0.0,115000.0,0.0
2007-06-30,0.0,1.0,0.0,0.0,0.0,45749.0,0.0
2007-06-30,1.0,0.0,0.0,0.0,0.0,379696.0,0.0
2007-06-30,0.0,0.0,0.0,0.0,0.0,2116267.0,1.0
2007-06-30,0.0,0.0,0.0,0.0,0.0,348323.0,1.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,16484.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,1.0,62011.0,0.0
2007-07-31,0.0,0.0,0.0,1.0,0.0,220747.0,0.0
2007-07-31,0.0,0.0,1.0,0.0,0.0,139887.0,0.0
2007-07-31,0.0,1.0,0.0,0.0,0.0,49187.0,0.0
2007-07-31,1.0,0.0,0.0,0.0,0.0,389657.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,2170136.0,1.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,356816.0,1.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,14979.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,1.0,58960.0,0.0
2007-08-31,0.0,0.0,0.0,1.0,0.0,218578.0,0.0
2007-08-31,0.0,0.0,1.0,0.0,0.0,145975.0,0.0
2007-08-31,0.0,1.0,0.0,0.0,0.0,45548.0,0.0
2007-08-31,1.0,0.0,0.0,0.0,0.0,382588.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,2190119.0,1.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,403168.0,1.0
2007-09-30,0.0,0.0,0.0,0.0,0.0,9044.0,0.0
2007-09-30,0.0,0.0,0.0,0.0,1.0,36456.0,0.0
2007-09-30,0.0,0.0,0.0,1.0,0.0,211534.0,0.0
2007-09-30,0.0,0.0,1.0,0.0,0.0,114516.0,0.0
2007-09-30,0.0,0.0,1.0,0.0,0.0,423.0,0.0
2007-09-30,0.0,1.0,0.0,0.0,0.0,40719.0,0.0
2007-09-30,1.0,0.0,0.0,0.0,0.0,337826.0,0.0
2007-09-30,0.0,0.0,0.0,0.0,0.0,1821796.0,1.0
2007-09-30,0.0,0.0,0.0,0.0,0.0,401395.0,1.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,9064.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,1.0,50229.0,0.0
2007-10-31,0.0,0.0,0.0,1.0,0.0,208521.0,0.0
2007-10-31,0.0,0.0,1.0,0.0,0.0,104472.0,0.0
2007-10-31,0.0,1.0,0.0,0.0,0.0,42677.0,0.0
2007-10-31,1.0,0.0,0.0,0.0,0.0,352981.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,1990276.0,1.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,388545.0,1.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,9277.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,1.0,58305.0,0.0
2007-11-30,0.0,0.0,0.0,1.0,0.0,175099.0,0.0
2007-11-30,0.0,0.0,1.0,0.0,0.0,87483.0,0.0
2007-11-30,0.0,1.0,0.0,0.0,0.0,39979.0,0.0
2007-11-30,1.0,0.0,0.0,0.0,0.0,344486.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,1829779.0,1.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,390507.0,1.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,13049.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,1.0,65167.0,0.0
2007-12-31,0.0,0.0,0.0,1.0,0.0,179039.0,0.0
2007-12-31,0.0,0.0,1.0,0.0,0.0,98135.0,0.0
2007-12-31,0.0,1.0,0.0,0.0,0.0,50322.0,0.0
2007-12-31,1.0,0.0,0.0,0.0,0.0,360381.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,1763389.0,1.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,387776.0,1.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,11168.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,1.0,58779.0,0.0
2008-01-31,0.0,0.0,0.0,1.0,0.0,167343.0,0.0
2008-01-31,0.0,0.0,1.0,0.0,0.0,90660.0,0.0
2008-01-31,0.0,1.0,0.0,0.0,0.0,53442.0,0.0
2008-01-31,1.0,0.0,0.0,0.0,0.0,378295.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,1583282.0,1.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,342406.0,1.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,7264.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,1.0,53843.0,0.0
2008-02-29,0.0,0.0,0.0,1.0,0.0,149247.0,0.0
2008-02-29,0.0,0.0,1.0,0.0,0.0,93411.0,0.0
2008-02-29,0.0,1.0,0.0,0.0,0.0,42242.0,0.0
2008-02-29,1.0,0.0,0.0,0.0,0.0,321373.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,1586556.0,1.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,359913.0,1.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,8227.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,1.0,63045.0,0.0
2008-03-31,0.0,0.0,0.0,1.0,0.0,194506.0,0.0
2008-03-31,0.0,0.0,1.0,0.0,0.0,104802.0,0.0
2008-03-31,0.0,1.0,0.0,0.0,0.0,42932.0,0.0
2008-03-31,1.0,0.0,0.0,0.0,0.0,379110.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,1867129.0,1.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,487219.0,1.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,7399.0,0.0
2008-04-30,0.0,0.0,0.0,0.0,1.0,58816.0,0.0
2008-04-30,0.0,0.0,0.0,1.0,0.0,199628.0,0.0
2008-04-30,0.0,0.0,1.0,0.0,0.0,96055.0,0.0
2008-04-30,0.0,1.0,0.0,0.0,0.0,37102.0,0.0
2008-04-30,1.0,0.0,0.0,0.0,0.0,340038.0,0.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,1823124.0,1.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,485843.0,1.0
2008-05-31,0.0,0.0,0.0,0.0,0.0,5162.0,0.0
2008-05-31,0.0,0.0,0.0,0.0,1.0,57070.0,0.0
2008-05-31,0.0,0.0,0.0,1.0,0.0,216169.0,0.0
2008-05-31,0.0,0.0,1.0,0.0,0.0,110530.0,0.0
2008-05-31,0.0,1.0,0.0,0.0,0.0,36545.0,0.0
2008-05-31,1.0,0.0,0.0,0.0,0.0,370090.0,0.0
2008-05-31,0.0,0.0,0.0,0.0,0.0,1960140.0,1.0
2008-05-31,0.0,0.0,0.0,0.0,0.0,565677.0,1.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,7494.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,1.0,62011.0,0.0
2008-06-30,0.0,0.0,0.0,1.0,0.0,223599.0,0.0
2008-06-30,0.0,0.0,1.0,0.0,0.0,116339.0,0.0
2008-06-30,0.0,1.0,0.0,0.0,0.0,40341.0,0.0
2008-06-30,1.0,0.0,0.0,0.0,0.0,386119.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,2032404.0,1.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,598221.0,1.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,10288.0,0.0
2008-07-31,0.0,0.0,0.0,0.0,1.0,60962.0,0.0
2008-07-31,0.0,0.0,0.0,1.0,0.0,234283.0,0.0
2008-07-31,0.0,0.0,1.0,0.0,0.0,134388.0,0.0
2008-07-31,0.0,1.0,0.0,0.0,0.0,43726.0,0.0
2008-07-31,1.0,0.0,0.0,0.0,0.0,392930.0,0.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,2123523.0,1.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,621651.0,1.0
2008-08-31,0.0,0.0,0.0,0.0,0.0,8899.0,0.0
2008-08-31,0.0,0.0,0.0,0.0,1.0,62349.0,0.0
2008-08-31,0.0,0.0,0.0,1.0,0.0,232390.0,0.0
2008-08-31,0.0,0.0,1.0,0.0,0.0,142069.0,0.0
2008-08-31,0.0,1.0,0.0,0.0,0.0,40485.0,0.0
2008-08-31,1.0,0.0,0.0,0.0,0.0,393995.0,0.0
2008-08-31,0.0,0.0,0.0,0.0,0.0,2117505.0,1.0
2008-08-31,0.0,0.0,0.0,0.0,0.0,632137.0,1.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,7620.0,0.0
2008-09-30,0.0,0.0,0.0,0.0,1.0,33846.0,0.0
2008-09-30,0.0,0.0,0.0,1.0,0.0,221841.0,0.0
2008-09-30,0.0,0.0,1.0,0.0,0.0,102260.0,0.0
2008-09-30,0.0,1.0,0.0,0.0,0.0,38990.0,0.0
2008-09-30,1.0,0.0,0.0,0.0,0.0,310644.0,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,1807122.0,1.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,490513.0,1.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,7986.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,1.0,37557.0,0.0
2008-10-31,0.0,0.0,0.0,1.0,0.0,210198.0,0.0
2008-10-31,0.0,0.0,1.0,0.0,0.0,95849.0,0.0
2008-10-31,0.0,1.0,0.0,0.0,0.0,38462.0,0.0
2008-10-31,1.0,0.0,0.0,0.0,0.0,328000.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,1892015.0,1.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,523139.0,1.0
2008-11-30,0.0,0.0,0.0,0.0,0.0,7663.0,0.0
2008-11-30,0.0,0.0,0.0,0.0,1.0,48528.0,0.0
2008-11-30,0.0,0.0,0.0,1.0,0.0,150027.0,0.0
2008-11-30,0.0,0.0,1.0,0.0,0.0,71958.0,0.0
2008-11-30,0.0,1.0,0.0,0.0,0.0,36994.0,0.0
2008-11-30,1.0,0.0,0.0,0.0,0.0,304095.0,0.0
2008-11-30,0.0,0.0,0.0,0.0,0.0,1645013.0,1.0
2008-11-30,0.0,0.0,0.0,0.0,0.0,487669.0,1.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,13862.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,1.0,58463.0,0.0
2008-12-31,0.0,0.0,0.0,1.0,0.0,166157.0,0.0
2008-12-31,0.0,0.0,1.0,0.0,0.0,88543.0,0.0
2008-12-31,0.0,1.0,0.0,0.0,0.0,45526.0,0.0
2008-12-31,1.0,0.0,0.0,0.0,0.0,330399.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,1749763.0,1.0
